FSO_Attenuation_Visibility_dB,FSO_Attenuation_Cloud_Model_dB,RF_Total_Attenuation_dB
1.6881703,815.875,128.38539
1.488244,643.35077,130.67062
358.81223,1141.9315,133.45303
14.992486,834.27625,134.29416
2.0321262,578.037,123.43747
3.4065168,853.4665,125.06596
2.8216977,441.33026,134.24048
2.5838058,1602.181,127.186
8.4294815,1232.3329,128.46507
2.5423248,1609.3354,131.54599
1.2022622,950.4463,119.13129
15.562554,1492.2609,132.9773
10.28563,250.02374,119.15677
29.313623,710.7545,129.08101
2.3153944,1365.8024,163.62895
0.73522687,189.908,120.37657
31.790735,543.6318,123.37552
1.9284133,1015.5489,129.98457
62.28735,668.6717,127.87811
21.118525,1120.1396,134.90947
3.2580812,765.8107,129.84424
1.5830247,626.8761,125.85755
11.295146,1634.7869,126.06895
41.1301,1240.433,135.68437
1.7265953,810.08606,130.22206
7.1226296,1177.54,132.82965
0.9017645,451.4516,119.14805
4.9559684,403.81097,125.26667
5.035861,238.1216,129.2944
7.9342237,1240.8832,130.71803
4.0588317,400.46762,124.66935
2.3048234,853.39954,118.64234
1.4477528,798.74255,123.47006
3.4047077,936.5726,132.62306
1.4580493,97.979485,121.08676
2.1767569,248.70015,121.41768
22.690449,213.00175,125.13474
0.8495784,240.42389,116.70039
1.3533263,1546.5602,128.49677
66.318275,1986.7722,125.63834
2.3642838,720.2476,125.0393
2.275393,924.32526,128.89055
36.94704,289.65332,124.79673
7.0817795,418.59,130.35423
10.555803,1406.4558,122.88428
5.0949574,273.43985,123.07385
3.0014117,1306.4398,126.61239
3.3748791,1882.9949,134.03412
26.54085,1161.8715,133.46916
10.071558,493.54538,129.66888
2.8369641,969.294,126.771194
11.672629,669.7187,126.24363
177.76405,1433.7678,132.64398
10.774107,1172.7181,128.78508
1.7769685,1042.5055,130.39891
2.2767859,405.8251,125.43808
46.4429,1842.9719,133.54251
13.652037,2387.997,135.62769
1.8996075,850.1468,119.87331
1.6870341,697.2979,129.04625
9.196592,928.463,132.30225
1.8912022,1309.208,132.44907
12.684389,424.027,124.90385
5.280344,1841.7904,124.95586
17.346684,1402.7069,129.31302
0.44609788,631.7435,113.15108
9.172925,716.2598,126.715996
8.664537,976.61694,133.70294
7.457773,443.09836,120.24705
1.7193825,1862.615,128.73376
2.4606636,792.2572,126.93655
41.388508,1850.7085,133.8993
0.774498,410.0764,125.263954
0.75112516,1010.5359,125.25083
1.837376,949.8274,129.36656
1.0230217,454.04572,117.8997
3.7598739,1833.7544,132.9669
2.6510246,1587.3505,125.61344
0.78208077,224.42447,119.29031
7.949497,2052.821,133.02794
5.470253,752.9474,128.00664
13.901067,1386.5803,130.12823
13.693497,2647.42,128.61446
7.1344504,1303.8892,126.65205
0.9064949,872.08734,123.090645
1.548586,1880.5481,130.65852
1.8316066,380.72305,126.39406
1.5707263,1436.3292,127.289085
2.5899768,961.6381,124.75038
1.2820638,508.07397,122.64387
30.233198,839.8321,132.98466
3.7751443,755.43115,125.14499
34.85839,191.05887,129.96971
6.1640544,554.86395,125.536156
19.697767,1388.5851,131.09361
1.6447853,154.63707,120.28686
1.5732037,1052.4973,129.51518
2.8763757,596.7191,131.63652
11.7655735,889.04755,131.95085
5.1046658,1303.4705,127.72975
94.12851,495.2058,117.11449
152.68343,1012.7505,127.73945
2.0526087,365.21735,125.41474
2.038152,368.7277,117.371155
1.8142208,433.4194,123.99389
1.2931057,1158.4025,127.82888
3.0551302,510.774,126.8488
85.48595,244.46083,125.71581
11.060481,620.61566,125.89309
73.22935,410.94122,126.20794
3.3250735,1359.9226,133.0948
38.12461,330.63458,124.73113
4.040542,1148.7621,132.49753
1.2243763,874.9046,126.3052
15.866301,762.9212,122.1822
46.060013,824.3094,133.74948
2.2004857,1382.9255,129.09912
1.4334615,1382.853,126.70032
12.23527,420.84872,116.26439
5.2603097,1078.8716,128.88564
5.287929,903.3543,128.60968
66.74978,802.624,133.28406
13.3497505,1639.0815,126.0577
14.072958,303.7242,127.891365
3.6564472,1684.5825,130.41544
1.4367088,1335.1282,127.42234
9.401408,545.0281,125.91222
1.3317295,837.67896,127.10382
1.9071313,1139.9188,131.7731
1.0150431,476.78848,121.99496
1.4847943,237.88261,131.4301
3.6883998,1807.2814,128.3487
2.346664,1956.5892,129.51727
11.710562,575.6108,125.36301
4.1880827,1903.2748,130.50287
19.630522,392.77716,118.40767
13.309904,388.7664,127.82695
10.072836,1889.4364,133.58514
6.2113457,284.5016,125.35335
5.088339,293.70413,122.21815
1.8678257,627.63104,125.14559
2.1512308,1960.1571,129.98848
2.1853502,348.66702,123.4171
244.48268,892.37885,134.96844
1.6260339,317.70798,120.92035
1.4027913,501.319,127.18481
2.4010568,638.69995,126.725235
9.004499,1699.4814,130.15083
2.4709437,2020.6338,125.73722
27.043734,2074.3635,135.38278
12.477307,1131.2867,131.85938
1.656769,442.39096,124.30545
5.4959235,1285.0765,129.81029
1.4998238,710.5822,125.14723
2.4141808,1992.273,129.2093
2.2453969,1616.0621,130.19177
6.8638053,1412.141,128.12027
1.1860536,160.3212,123.656975
0.8847108,732.51996,121.10735
2.4320552,1308.4889,135.01851
0.934293,83.78407,119.119316
1.6908438,309.47824,126.53754
3.189501,1381.9675,131.6335
1.6693213,254.3069,115.04087
157.03969,156.28326,125.42418
1.5088993,394.8903,125.8842
2.1563146,581.81665,128.3231
1.8827155,116.0616,121.199
0.64877534,90.50991,114.63767
4.1313825,684.8716,120.842575
17.254799,482.14322,131.63768
96.94609,229.52676,115.51361
1.3872132,1344.2183,129.57721
2.296228,498.2345,124.900475
1.7434003,404.06848,122.18235
2.9760628,148.90231,127.962616
1.3590729,620.5838,123.85263
1.6387998,736.1472,123.91926
109.91466,199.52913,120.99546
2.265021,1445.6489,126.61073
1.9582531,2098.9336,123.19337
1.9954616,1122.5308,129.45433
2.1053433,348.4416,123.20163
2.2304506,1725.6425,134.16537
2.5821316,64.50107,116.65997
6.763571,813.5046,131.72905
9.334278,1406.7611,133.2783
1.2071447,720.39484,123.29891
1.210223,958.8462,125.91572
3.1848269,532.80255,130.41905
2.0714831,1947.475,134.73953
2.6755655,1121.5667,132.20235
2.533192,742.6786,120.07741
50.687473,263.05844,115.55675
5.3563747,309.15942,134.55641
9.505906,597.12946,124.18616
1.3427732,853.9174,126.06547
4.164637,1446.372,129.74788
6.264604,626.6855,117.993515
0.81899697,96.41904,117.04368
0.75693977,281.21054,121.96825
1.1616111,380.08588,121.79743
8.607718,1484.0809,133.33627
6.0951056,193.82466,124.88291
1.248466,733.14453,126.60464
2.3616471,2291.089,131.14929
10.408239,1719.987,134.36105
14.887203,804.667,130.48637
2.5628648,653.4013,135.49715
6.3346977,2428.4006,131.87953
4.038113,178.12741,124.93954
2.0342448,967.1829,127.59316
1.6117951,1223.8219,132.42181
1.0248263,360.70215,125.66994
26.202312,1157.5122,131.4769
1.6738162,974.65265,127.47683
6.4541874,1085.1915,134.32983
2.1083581,826.11,133.20494
4.522584,428.34274,127.74467
25.385775,541.525,126.79922
13.306143,1214.3053,132.37794
1.4712403,884.42523,130.05542
21.90283,207.6571,130.56555
2.474278,620.99884,135.1622
0.5561359,542.27515,118.90513
68.54688,1589.6198,132.676
1.9751407,2335.7236,130.32341
3.919021,774.13477,129.84193
17.260784,797.85376,127.73235
1.7659303,599.07947,129.03516
5.2275934,1084.6085,127.05731
1.4853499,375.18652,119.58652
15.701441,995.8516,133.86328
3.1860082,201.0271,119.87863
1.5593604,683.10815,131.51381
1.6823858,1727.8508,132.99628
28.381231,392.81,128.15813
7.678485,1303.9355,125.152534
14.705902,875.21185,133.09984
1.5802326,807.6253,129.92934
2.4116433,971.9678,127.52706
1.8373682,674.8483,125.94582
2.6685343,1281.0133,126.87374
2.8312523,838.3402,129.49962
0.5795053,513.43835,123.32147
74.123886,682.3506,125.9803
6.8220267,80.560036,120.347916
1.5939728,531.2697,130.43144
1.5510155,576.30664,125.35228
1.4289671,425.10434,128.30023
3.7684674,371.36255,126.39178
5.0238957,932.8695,124.701416
9.598632,516.0646,125.35031
3.0262764,1417.3392,132.73557
5.4453917,178.75499,123.230545
5.0242825,1012.266,132.49365
8.763278,434.9674,128.82776
1.1889852,180.06952,122.825096
184.54134,554.45483,122.52045
5.284835,464.79102,118.459206
0.66220605,449.90546,117.160164
8.334935,131.42073,123.951294
55.198017,366.4185,127.54362
10.240689,1617.3016,129.30057
40.731064,710.6511,129.04477
2.6159751,3091.8164,132.11467
1.4705894,950.39825,120.35865
3.468483,571.9275,128.31285
1.320279,1520.1272,124.76773
1.9927105,1385.2141,130.20775
2.5507872,770.1804,127.36859
2.8479135,1533.2075,133.79546
9.183209,2306.1033,126.09758
69.16895,114.8881,128.94136
1.4298316,828.88904,130.67906
16.86159,731.714,133.73364
1.4547561,609.43604,122.6897
6.3117356,1211.8728,125.64486
7.4204335,1233.709,122.955
1.4763141,706.6255,126.387794
6.6686134,858.3667,130.36935
0.9430683,376.85474,125.5852
2.6763499,757.29706,129.36703
1.5933344,368.71436,126.57115
311.7389,481.51663,131.43102
101.54612,2088.1042,129.82578
1.6900171,1847.2627,132.49849
1.5592715,263.17798,119.22548
2.886634,554.47363,121.988106
2.9730327,843.8622,133.59792
33.90873,1016.7547,128.67659
11.404919,580.0441,125.03097
93.50754,1022.9708,123.23094
0.9447747,605.5561,125.84048
3.2721264,1044.41,122.95475
4.5309176,1412.5204,132.92262
1.6234381,1735.9409,126.92429
0.80986094,578.99835,123.09212
7.9670744,290.65918,129.41568
1.2789665,193.83173,117.71478
1.9316791,943.72736,119.77507
54.35684,1065.6952,126.160545
0.47418416,520.4714,120.76853
5.571218,655.62476,127.27431
4.277725,1203.6082,132.50743
10.409781,1102.6095,129.77222
0.60445535,635.2419,118.49495
73.47242,130.47287,121.87216
2.8244066,185.03625,126.964966
30.740227,421.06662,121.27136
1.1764319,449.4644,124.6463
2.4612024,1955.2505,134.14284
1.1419154,402.0936,118.631065
6.009938,778.79535,134.07419
2.2800744,984.82025,132.09503
1.9429941,463.4317,131.0285
1.7194126,1168.6467,127.80596
4.477886,1726.5604,129.77254
325.33273,314.84293,130.32155
70.146095,1488.8942,128.2769
3.8863287,2217.7236,132.69774
1.5716186,1835.003,127.925125
1.8499867,378.39215,128.94855
4.9842453,761.50934,129.3739
11.365496,989.20636,130.55507
0.73521566,531.18567,115.243286
1.4903741,730.1378,124.87445
1.9295986,308.2689,118.01601
3.036745,2211.4028,129.99355
15.781806,2746.9666,134.91884
3.4851522,506.74237,129.18192
6.462102,1340.8312,131.51585
2.0052207,177.60693,117.29578
17.027092,216.17851,122.72076
4.2307324,1181.3884,125.72928
10.170209,1473.9674,128.81876
27.227781,1462.6729,129.03574
10.617999,503.3805,124.85663
20.500149,906.0949,134.41992
25.4019,1226.9241,127.823555
19.574726,1593.8628,135.06393
2.4844215,1568.069,132.46689
0.81547195,291.96774,120.63354
15.396574,1899.4905,131.97844
3.7827969,707.9349,127.98133
10.066667,257.1569,124.12222
2.7015963,2752.9958,132.06079
3.1151395,1882.5782,135.39235
0.53545403,345.25732,114.71436
5.131725,423.19986,132.83095
118.12105,950.18726,127.65993
1.6186312,371.38702,124.05072
0.82825094,146.31076,124.364006
2.1760132,734.8421,127.29044
61.176647,179.47838,121.962585
1.5874966,306.99228,119.04517
0.61624044,422.2022,120.58282
2.665147,458.10437,128.70811
7.919256,819.32007,129.88713
2.9535298,1164.3071,131.53912
2.449958,482.47513,132.91869
1.4485818,781.6719,127.61728
3.2083395,1962.2527,124.61523
4.949847,1627.3191,126.81858
2.219229,846.9841,128.17389
3.367573,560.53516,133.21121
3.0549004,885.7805,126.492195
14.1191635,678.9414,130.97745
2.0559974,364.49796,125.003296
0.70403236,252.83247,122.11791
1.1987578,896.38965,120.68586
3.565979,877.6642,122.06277
3.3846588,581.3265,124.20545
5.524617,255.96863,119.871
13.294097,2165.1301,131.49022
4.109692,302.43796,122.777176
19.036747,597.5572,131.55814
1.9989914,1113.5623,129.408
3.8107314,413.36475,122.344246
23.461868,496.143,126.88375
134.75128,726.40173,121.07878
1.9643446,614.8494,123.31372
1.1046816,174.12383,117.188255
4.0146666,1692.543,128.45515
0.79369354,363.53635,118.788826
3.4448535,147.48988,129.09142
1.347393,1329.68,129.07668
1.306454,526.9647,125.90005
8.02314,436.27402,132.19063
110.28378,1387.8086,127.79031
2.1624494,646.2874,122.88931
1.9630154,1571.6028,134.53435
2.2783384,827.1506,129.60919
1.0874028,235.28801,126.58022
1.7376446,2031.0421,123.83678
15.719851,276.1111,126.042625
1.8195504,537.54456,126.15749
1.8813026,1027.0688,127.79425
0.77105147,308.65417,121.932205
2.2597811,428.70053,126.09334
3.712951,918.30566,133.21017
48.566532,471.34592,128.10118
47.89063,242.40385,126.963036
28.046135,1090.6985,129.54057
3.6963346,1146.4686,126.654396
2.1883972,817.4281,129.2377
13.605032,772.40967,130.1693
4.6275487,741.7749,122.77495
12.477491,1005.245,133.58827
0.7319381,43.362297,113.05586
1.3030629,1083.6085,127.87951
1.9299933,233.25208,127.688835
5.011287,357.3135,130.83629
1.1537374,571.6102,126.33555
32.08985,365.44574,122.64866
6.750463,152.34352,119.35734
1.8310469,493.65152,130.12685
2.898322,425.5419,121.91356
5.903502,1815.4221,128.06337
25.198742,596.28217,127.974846
2.1450753,799.7838,128.85957
3.7050943,170.94896,130.9218
5.545247,1928.902,133.95212
5.333792,952.6883,130.22359
17.781702,1995.0706,129.03973
2.9810154,457.00293,134.37326
2.0076067,346.2304,128.1279
2.8756645,569.00073,133.8984
24.276577,2341.43,130.64021
22.700409,495.9652,121.47543
1.1420314,632.9609,118.43963
1.5563763,1071.098,130.58926
13.249565,702.59955,131.85342
2.083655,947.63916,131.57253
1.9026203,1201.4198,125.910866
2.0255845,796.89,124.08242
2.9509828,421.68268,129.93137
1.2850264,744.6647,120.98241
7.213579,1341.0007,130.41486
2.9700985,878.9993,120.92632
35.760067,857.1247,134.60667
1.1007452,826.3474,122.74196
5.986416,1024.1124,125.86599
1.7649128,1774.6422,128.40604
1.8269454,1069.7571,131.15565
1.1577791,476.29938,120.974106
7.1729746,850.3682,128.20761
2.9400308,487.68808,117.67405
1.0715721,226.52158,118.68271
2.0083666,198.93317,117.19455
1.2935579,1096.3651,125.0043
1.6114204,1171.6184,130.55882
1.5586934,465.73325,121.79938
1.1495123,236.87018,126.50762
2.2744005,197.38242,125.21955
6.1226935,792.01416,125.91657
1.2992773,1015.24744,130.23549
128.28307,652.9492,121.09935
1.1955154,389.90228,127.81611
1.6259271,712.5603,132.77484
20.784088,233.53406,124.47361
1.5415573,1145.4962,122.48038
9.140097,194.05997,124.03591
2.7493124,1058.6594,135.24117
44.812416,1960.9976,130.70592
3.9068785,378.24277,126.64894
8.435594,1164.0132,122.99476
6.7107015,307.38718,126.648766
13.022882,757.85443,122.87453
2.1406724,328.087,129.00648
2.8326616,2616.4202,132.00916
0.7573033,183.32968,123.079025
5.573782,3058.9263,130.0799
140.10544,850.53503,130.33928
2.313132,443.67453,123.7794
12.724589,1588.3118,131.00813
2.7611613,727.2766,131.29887
2.0758638,618.4545,122.395325
16.785946,735.17395,128.82448
2.0578852,1420.916,128.8272
10.419139,537.72986,127.97296
1.838834,411.0946,134.0966
1.0294542,496.69025,122.995674
1.8141234,816.0791,134.42058
2.891191,182.27376,121.6887
6.8983774,1645.8699,128.04932
2.2775278,1377.3342,132.087
0.5511389,113.93774,121.953316
0.595251,349.89062,122.78223
8.0111265,680.7319,133.73526
1.8180702,1547.9993,129.8291
6.4041977,573.0772,125.06577
1.5443519,555.7121,128.64282
4.8432446,274.7364,126.35167
35.178978,502.74994,126.91256
4.8771796,1452.5421,126.73619
177.53761,506.2989,125.744484
127.08179,188.89427,121.331436
1.4465722,641.5335,123.5122
3.246021,931.363,122.98219
1.7923772,221.31967,127.87759
2.4974449,907.2566,132.96759
0.6377522,39.14699,120.8155
152.33136,184.25867,121.90455
186.89404,777.7618,131.84032
8.502387,175.74365,125.081726
3.1850772,893.7984,125.40985
1.160359,1289.546,127.12647
0.7428497,382.66928,117.12148
27.390554,853.9768,128.53122
2.216501,373.41724,126.351685
0.8916799,209.74706,118.502304
1.976393,1386.1879,133.3073
29.487904,515.8624,123.7671
0.67041546,88.51465,117.35435
3.1321375,900.05975,128.19817
4.9020314,2029.7949,133.40512
9.345816,754.1725,132.95683
96.503395,637.0969,126.62222
1.0650028,1030.7365,123.68356
3.3585489,485.11807,123.63002
1.1183704,383.05307,118.9846
1.3660109,1294.8795,124.62026
3.3864143,763.2049,121.28529
1.9371611,2478.154,132.97456
0.5564846,365.81778,116.98272
2.0499277,866.93024,132.46028
5.797771,2244.0825,128.99498
4.10042,319.85458,122.8676
4.579529,525.748,131.19482
190.99725,461.826,122.53258
42.045177,1430.1294,134.41345
9.898406,452.46576,134.16277
5.4188404,176.62779,125.39597
14.711506,1925.0476,132.1419
7.231638,1293.4677,127.67101
3.3517454,350.74222,129.63924
1.4448197,915.65094,124.55234
2.5691473,679.28784,124.62791
7.9934506,918.8793,127.31364
2.6079557,2220.6733,134.54271
4.8273582,1823.016,134.05957
2.9729838,731.62854,123.48583
1.833785,536.5794,123.030945
2.0079317,1113.0121,128.19258
2.2573118,725.48285,130.85004
2.8329146,1537.4982,126.598724
42.744717,2558.8337,134.15028
2.1680093,354.64584,119.384186
0.66543555,277.10367,123.858116
176.84558,1559.5234,131.82373
1.4013294,409.8538,129.92056
1.3205397,941.2745,125.88719
1.4056766,774.24005,121.443085
2.7333345,154.88766,120.85319
5.828007,948.48303,132.7031
6.5068073,1843.5409,128.26353
2.173209,563.9437,122.325584
3.3438776,733.5342,128.96556
4.332699,1936.5197,133.51756
1.6158049,483.25925,126.35585
2.2809606,676.1638,129.9517
0.7599085,261.90762,121.30712
102.921524,381.054,119.60046
125.15914,1924.973,131.74611
11.321449,1276.1945,125.84744
62.28694,510.50504,130.67577
2.3372614,1739.1104,129.62486
0.9723588,771.6623,119.17714
13.077331,753.5981,127.83784
9.166027,1648.054,128.59619
3.4240224,624.9395,128.9456
1.3751247,1110.2123,129.11029
4.7389216,438.08035,129.96591
1.4148554,812.30804,127.16348
1.1556426,688.2469,126.02175
1.9325943,489.83148,117.887405
4.9714475,1015.71545,128.56761
4.108697,578.7512,118.935165
0.98166955,583.1977,120.327545
8.834578,451.29062,130.84595
3.0980146,165.01337,116.73785
5.3754897,243.923,118.59869
3.3170834,153.30284,118.902504
25.664726,1449.2458,129.12697
4.1937094,1569.8737,127.436935
2.2170627,628.90344,133.92775
1.2411373,565.5527,120.33749
1.892507,1496.8456,128.7005
20.405218,1004.43695,122.03027
1.2135756,307.44797,127.69079
8.224215,986.40674,130.22118
1.2386148,311.3891,122.070694
0.7453558,472.29507,120.099785
381.838,680.8634,127.10287
3.1188915,1635.0188,132.80226
22.336971,1602.27,131.21796
4.644589,173.28822,119.402954
8.348503,884.22314,133.07523
7.083894,713.4936,128.39622
2.835335,747.93335,126.06918
3.111913,374.9233,128.67862
1.7340719,365.0433,129.44495
7.804319,1155.199,126.32579
1.3028942,228.81729,126.0825
43.166885,2241.1985,133.33432
1.6410947,303.55112,128.01512
8.3675995,1323.2405,124.58174
5.7070923,260.07706,133.70236
3.3856924,531.98413,120.08464
0.5742837,221.33287,117.76599
6.587911,1026.5524,132.01596
2.7124553,1442.1213,128.38013
27.388273,1541.2196,125.71317
4.4380364,244.234,126.510056
2.0073872,176.38638,125.25466
121.43296,427.12845,125.80633
1.9560677,1086.6736,129.05348
1.1436665,1328.3176,124.89365
2.061404,951.84283,131.9943
3.920869,289.83163,115.07705
1.0197209,669.6596,127.19113
5.814265,877.88824,128.25801
3.1569831,1632.8229,132.58707
1.5673947,270.2666,122.168755
0.97623384,898.1756,126.76984
8.602098,594.3223,120.0646
4.6607485,929.514,130.60803
1.3963794,314.58408,128.02783
1.7541568,30.782839,123.64205
1.0100548,955.6479,123.55872
12.73012,352.5785,129.84026
3.4383087,1482.6486,132.15536
5.2102265,1516.6577,129.4423
2.5535111,474.81412,124.245415
1.8865441,486.00977,129.28233
1.5271084,1402.9666,128.22519
9.897047,757.1655,126.195175
405.2385,2841.281,132.91814
4.0555644,647.4488,124.17636
21.259819,1344.2872,127.762344
1.6007247,356.99554,118.69953
0.82330686,251.17456,114.01656
12.154207,261.25708,124.490555
2.806097,920.90314,134.47952
50.775864,531.53955,127.3336
1.3674147,338.15445,123.52038
3.6273217,349.05383,131.16708
1.2457998,318.45096,130.65254
1.5405055,1536.8954,128.86336
2.6669443,742.24567,128.27477
3.2060924,1133.9664,131.74487
2.6600282,396.78137,128.64503
2.9291234,441.5412,126.53328
97.084496,802.30963,127.606384
0.619746,225.9893,117.293816
2.2361271,321.69827,134.20573
12.449969,1049.53,127.63433
24.720798,519.60754,123.8878
1.5896136,229.92499,124.28665
0.893266,337.86923,124.67325
9.694261,1321.4059,125.52322
2.7535295,357.0115,127.40443
3.1918874,2783.579,130.78082
3.0498462,651.14984,130.46895
1.2548975,222.23988,127.82356
0.96150225,379.41425,120.52168
1.8406307,213.18716,124.80841
46.014317,1401.6868,130.44652
2.7096875,401.3631,134.16714
1.0535971,936.127,124.8901
8.303614,2009.2096,132.91566
3.0838342,715.40344,131.81018
5.151419,749.8212,134.41852
0.99478495,437.0909,122.631134
0.891503,454.44464,123.46854
1.8592083,284.71912,125.76483
4.252259,653.97894,128.16956
0.86694795,362.37418,126.29921
0.7328789,454.45868,119.78929
5.238667,1114.0854,124.0658
3.715935,527.2952,125.77682
2.7959766,840.9468,129.7158
8.2376375,526.52185,119.91342
13.821609,1251.3843,127.94165
1.2614352,500.50955,119.60652
39.34641,703.4098,117.50965
1.0279491,253.91028,123.68904
21.461985,410.94513,133.70392
2.1251848,458.09402,121.220276
3.8254132,908.9087,127.9504
2.370518,1610.5704,131.35022
1.4793478,332.00967,130.07231
1.6730485,431.47983,124.833855
2.3982332,618.3335,125.255714
6.8974714,740.57935,128.27644
9.879851,596.22577,123.31258
24.244926,637.23364,125.85589
3.4299624,406.79825,129.34827
0.7793035,158.96129,120.12964
1.1541343,70.08331,121.2028
2.5977943,1137.5297,134.8429
1.5244462,220.41093,118.13956
2.3518324,613.7502,133.6146
351.10837,1885.8408,130.72029
4.2584367,1114.1863,126.99134
1.7868047,408.74832,126.75971
0.94356275,781.06396,123.592804
2.3665135,434.52023,120.665
2.0110204,1402.2029,132.96432
4.073724,385.54364,123.74047
1.4995542,444.89856,121.879845
12.027065,806.9122,126.146866
3.2400908,342.93314,131.96179
2.763816,766.0869,129.49858
5.4788713,968.42426,126.107
4.930105,133.01561,125.67408
1.9153572,918.8562,129.80319
1.0924109,363.52936,122.48286
0.87353384,462.42813,121.42556
7.4566703,2233.293,132.25629
2.9756832,999.96014,129.19684
2.197025,716.2508,133.15826
1.8598195,781.9569,131.71904
3.775552,1421.5826,127.05371
11.897342,1243.2681,126.17584
1.4100955,818.4359,129.75082
8.860877,599.2426,131.92789
3.3800354,1030.4562,133.21053
5.416237,819.6623,129.98242
2.8552647,1129.976,128.72324
0.73849934,623.32355,116.925385
4.398451,705.0852,128.32585
11.656984,545.63495,132.53534
1.1376014,347.23944,117.56735
9.091486,753.29297,127.07465
1.9497513,366.25385,120.67252
11.9308195,1146.4052,124.35912
15.7932415,742.4583,126.254395
2.7161028,1437.3049,131.21149
48.208176,1819.3292,133.3799
3.1252797,434.2311,124.471504
9.907373,634.6264,120.6167
1.592746,419.88284,127.81296
0.9772574,621.34174,118.479576
3.2504075,208.11212,128.24428
6.045617,660.52875,124.026344
2.5665157,841.232,122.06986
2.1573286,1695.7708,124.74982
0.7081959,494.99918,118.02553
1.2309816,612.7842,116.52617
0.9675702,388.39047,120.862656
3.913745,1359.4172,127.60351
4.620347,678.10785,126.63682
52.897556,1892.8695,131.78217
2.9624233,1713.8728,127.543625
2.2770925,1566.1134,133.50208
248.26921,655.6038,126.55717
16.548828,1260.3402,128.02739
2.6426423,610.73047,120.425644
13.67842,469.94925,127.78855
1.5265856,472.15594,125.24536
16.871454,1170.7905,133.09811
0.98528284,663.4586,126.95849
1.7756587,469.73212,131.71614
1.7131798,348.59775,122.8554
3.2437365,314.11758,122.15208
0.9950163,310.26434,119.93462
1.9939798,1141.7372,132.86003
40.219376,1279.6976,131.16684
2.561879,596.16626,125.98936
57.452705,838.68427,127.32513
1.0908973,170.6122,125.32457
109.520424,2345.403,128.1981
4.17406,586.7777,122.16822
1.9048495,614.74817,131.77164
4.8004,2158.8955,132.76945
2.0208893,734.3806,122.247375
1.6825641,712.1369,128.1922
2.121438,315.69177,129.26216
1.9518931,857.1944,122.007645
12.474683,2544.9797,129.79333
12.116557,548.7744,126.210526
3.8216996,1634.1559,132.93503
2.1351888,784.81335,131.39272
2.2765775,624.6612,134.05563
47.67069,1441.7184,129.10011
47.635624,367.9049,126.2864
0.71328455,492.5508,120.10123
16.48874,271.28772,122.366196
3.0578172,2049.2773,126.3309
1.5386169,701.4384,128.65927
2.0622153,1322.4127,125.70698
0.8295418,97.23055,118.63382
0.6780851,92.70442,119.7593
2.573273,510.80402,126.277725
1.1989753,963.5133,128.07312
3.748194,907.9114,129.26622
1.0302705,621.5631,123.30819
1.8275975,125.96098,122.52545
45.005146,1158.9686,129.82063
8.335302,370.2957,122.21476
6.291211,1018.8233,120.35905
18.897387,874.71716,131.06572
1.0496055,203.77713,124.42331
2.4198382,1101.2671,127.51763
6.898243,150.24564,124.19472
3.2444363,2696.2021,128.13858
0.62260795,113.98558,120.23784
0.98458457,362.70663,128.24625
36.61198,141.69351,121.033
0.77782965,326.29172,118.113655
1.9243778,341.9074,128.3338
3.1417334,917.54913,120.48684
1.0269651,302.8231,127.63275
5.9609942,604.7924,132.65358
2.6733127,1353.5741,132.59126
2.753367,1996.2843,131.70094
44.159073,730.4477,124.94692
3.5458345,1304.065,123.57137
1.3565919,552.2958,117.232254
3.860173,715.57446,125.67346
25.210367,630.4133,131.65585
3.9991076,307.43802,128.80475
4.441315,433.7846,120.55342
4.7257094,1005.20526,125.96821
1.8616898,1383.625,130.79137
2.131224,1460.7192,130.37811
1.0897453,663.1742,120.05692
82.094864,440.04648,123.02141
3.223796,552.84125,131.38174
0.90112317,143.60733,122.339485
1.5092127,591.4021,126.93673
4.9013023,295.655,131.467
25.893911,3232.6538,126.15806
1.9883456,708.1216,128.54779
96.88755,208.74554,123.73559
3.7047894,369.25928,129.28854
0.8037717,796.83514,123.91248
33.227844,392.74072,113.882545
15.171841,594.66785,127.73344
6.9998775,950.91547,131.5005
1.9744285,278.45322,124.44293
2.732853,2372.8723,133.90709
17.524437,1439.2073,124.352844
5.262687,475.39896,134.52058
2.9370666,1648.3115,125.575905
1.6352342,2192.2944,125.57094
136.93152,379.5656,126.05436
1.568958,606.9756,128.54323
2.0651507,344.93835,123.80309
2.135738,723.9695,126.61213
1.1877346,1250.806,121.42797
2.620542,186.59016,115.888176
4.7205086,1816.2461,134.05278
0.5773883,476.83243,121.85557
4.242185,533.66876,133.12286
1.1641191,281.59894,124.89309
0.50841486,509.80472,115.77951
2.0419073,512.8862,130.6508
27.729765,1399.688,134.72534
1.3069757,647.15045,124.09313
3.7115152,212.80728,120.548935
3.6151597,827.2204,135.04692
8.140495,807.9187,131.68965
304.05347,588.3896,132.07695
14.560675,1970.371,127.479485
16.272888,1406.2795,131.66122
2.4961114,785.7043,130.6416
38.318127,579.0532,131.38162
29.894043,668.6264,127.58742
2.0089512,1128.253,123.615555
16.612955,280.88638,123.91118
1.580614,288.63153,131.11172
2.1210651,89.82932,117.00282
136.4487,215.04497,130.22221
0.9034475,161.25438,119.839386
6.0238166,796.7471,129.78014
20.157806,790.6808,124.29066
5.883707,2709.4963,130.96768
2.4883466,1601.9287,130.1323
2.8988574,705.09235,129.82901
