FSO_Attenuation_Visibility_dB,FSO_Attenuation_Cloud_Model_dB,RF_Total_Attenuation_dB
3.600666,645.31036,128.88997
13.393274,1281.5852,129.40656
2.4708135,1436.6323,129.21744
16.853142,1470.8925,126.928894
1.6637431,297.66403,130.45561
1.5556151,1026.6188,128.32637
4.91182,762.3472,129.50993
25.2355,1690.5731,134.22606
1.7430555,307.74478,124.67662
3.0137765,897.0911,133.49411
5.2303424,715.6093,127.816864
0.7863074,559.5569,115.98093
9.668112,1073.5414,134.88452
5.8380423,1182.1654,126.84136
155.87476,1964.7401,134.40108
44.4685,1572.1,132.42879
0.85352457,285.21515,122.39262
1.8807213,2464.0935,132.21902
1.773956,811.44586,132.51117
1.1640838,355.77286,119.13028
4.2199736,507.31793,119.538826
3.7700078,859.67694,132.96866
4.321653,1938.1155,130.604
6.58072,1654.9663,130.49997
3.4236803,364.23383,133.50021
2.249657,1238.9536,133.6891
1.9450061,1851.982,130.53079
2.3017921,1448.1129,126.3706
3.6170197,156.2249,124.091774
7.422001,1555.271,130.40485
0.62290454,413.67926,119.58452
78.705765,850.6834,131.89091
1.395792,112.28279,126.439926
0.5959743,723.951,115.223564
4.779213,1600.0369,131.26161
14.428389,638.66205,132.14938
2.250612,330.32645,130.12369
2.7309,1684.6957,123.05938
1.8114337,1017.7449,127.911156
2.4028015,1761.9812,126.05685
3.8548002,471.44113,133.67734
4.5939264,1186.9952,126.33461
2.0379577,564.8857,126.071976
2.74602,116.409256,131.19621
0.9094209,564.88043,121.90325
5.34237,765.96454,124.56756
1.4591781,1378.9382,125.0044
2.1017947,406.43164,122.953445
1.2803499,461.07962,129.98044
7.2808456,2851.545,129.33522
1.7565674,477.84308,131.39575
5.587255,1131.8594,130.83412
1.5669357,452.6549,129.29953
1.1964148,1718.9352,125.33487
5.574904,287.36017,129.98329
3.0169992,854.7,125.17487
2.2645473,1391.1945,127.636665
156.36061,1321.2227,131.0886
5.0207753,1853.5508,129.8476
26.48081,846.28394,127.330246
3.2290196,336.10376,128.00218
110.66998,224.84444,130.383
8.62826,786.17786,129.6189
33.01343,407.36392,132.5488
590.1957,287.9712,132.01189
7.0681586,331.6505,121.8605
1.6376233,767.1151,125.56977
23.198393,634.25385,122.04904
10.4132395,324.42648,120.510544
1.2412812,115.1179,119.94309
3.691438,1130.1157,131.47041
5.588772,2065.6506,133.98186
0.524654,458.9696,120.78338
1.6079684,294.88184,119.74923
11.617824,170.13666,124.22552
4.222155,1002.69415,128.2279
8.578181,326.7107,120.43641
1.0422077,348.76913,124.2957
2.3988304,780.5557,131.62239
1.614268,1813.9017,125.63756
3.2278466,724.83026,123.53644
4.579675,781.74255,132.58064
0.5292833,160.65248,120.36581
1.3930765,601.04,119.813644
2.1141846,2012.8727,129.37682
1.2952607,401.3398,119.32884
72.98844,985.57715,130.5225
2.4871488,742.22217,132.45059
1.3407409,279.3927,128.38512
6.422732,1088.6235,128.59132
2.385418,579.24414,119.28063
4.7356343,1781.7694,133.13913
10.66817,2137.0461,133.60031
3.8910532,416.96484,126.45997
2.1724806,287.14822,127.30063
1.2825007,933.31494,127.01292
7.1076407,1987.1223,123.21662
0.7384268,356.19003,120.31158
199.59619,1737.8842,132.8108
4.2862387,352.3581,125.29372
205.49855,1006.2666,135.19048
0.93683404,824.46344,122.88958
1.187063,328.98236,120.21949
1.7006134,1054.4115,128.23813
6.052024,246.84973,123.408844
12.4849,2247.221,130.51785
5.619017,645.76886,121.95033
8.893482,454.95068,132.76599
2.8396137,1000.7195,128.76187
2.21829,347.49414,123.50007
9.767199,443.6113,123.42955
16.097773,1948.9716,131.75687
2.1854863,1722.3794,130.142
2.3837786,320.205,122.995384
3.4640303,1031.1722,130.54538
100.555115,775.0597,121.20404
135.25279,1607.1196,125.97721
33.205162,170.41498,120.093445
41.553524,1983.1584,129.34914
13.16659,407.12772,129.3195
4.778227,1721.5245,135.77052
31.766836,1635.6766,131.14189
0.97704613,383.65988,123.12161
5.346518,913.5145,130.47446
3.350599,742.92957,129.83167
2.0376937,2423.0046,135.61342
1.4707505,1199.2087,128.21213
12.143941,2404.417,125.33645
18.23371,295.95795,122.60368
2.028622,634.5236,131.16655
6.2103806,775.1639,119.19768
1.4542059,528.69824,123.89964
1.559979,366.05112,130.24615
12.60835,573.4971,122.95588
413.43924,1252.8495,128.71436
1.7782987,257.17896,128.61996
46.63346,2117.7314,132.75433
127.81174,1288.6338,132.64386
1.7812312,513.3123,122.2035
2.878477,667.4459,127.93498
3.8894556,664.85376,123.62529
5.641939,1478.7985,126.11599
0.51879585,685.1526,122.72302
2.0385916,982.6099,128.61615
2.1193733,191.75398,125.728355
6.376365,731.55255,126.483185
72.01795,697.8281,125.60999
1.4937017,541.5499,125.867256
1.9407185,511.29227,123.20964
30.079058,623.05365,126.537346
31.963148,1022.37427,131.0114
4.2783613,124.48807,117.082954
2.283391,430.281,131.00189
2.9648895,1783.5776,136.0884
0.60995287,275.9031,116.4419
7.566693,651.9573,130.28183
1.83359,279.60703,122.106606
3.3758945,650.80676,130.89975
6.245151,454.56573,126.07529
6.426032,606.40375,124.31418
4.789507,1173.974,128.20355
1.852366,1843.0806,125.97916
15.725239,359.33246,125.76617
1.887451,964.6243,130.80951
1.0017688,282.39093,126.92726
4.6313105,260.7527,124.95985
1.2518704,331.48932,126.69371
1.480646,287.3056,122.42228
3.8682733,220.65599,119.92653
1.7356232,1474.006,128.0418
18.20057,1639.3026,131.65605
3.4371817,1340.9631,130.59988
75.539246,1045.0546,135.42122
4.6060987,848.76154,122.82697
2.1068149,141.02202,129.63202
2.5484746,1105.4835,128.56276
2.8529212,403.8707,133.57404
10.8867035,1267.1958,127.307594
1.1462877,350.4467,119.69521
179.18492,214.82843,113.278786
2.0399039,489.46988,132.14066
7.5083923,1743.5793,130.88876
4.196199,2494.7173,128.43108
102.06824,134.88948,122.89324
0.5629954,419.74792,116.45497
19.4725,990.8647,129.87102
1.5964941,817.23114,125.34803
2.3834016,563.4199,121.6766
2.0715127,222.50935,133.26869
20.46665,646.4026,119.29186
2.4131033,500.62314,130.92265
2.508532,385.27765,131.26646
1.9684689,338.8189,128.35873
0.81614083,353.01178,122.35882
70.619385,320.41904,124.87884
0.9581924,445.76257,127.68918
2.4046755,392.88,122.67786
1.9971333,900.9962,124.486336
5.278255,575.246,116.86103
0.7781186,558.64404,123.14791
10.798014,988.7561,126.35015
10.894342,624.1443,130.73833
7.9260783,797.18475,127.24081
2.4572203,644.4601,132.0595
1.818344,1445.6106,129.40742
15.590776,718.9601,120.70945
2.342223,619.61774,125.306725
8.601144,188.81453,125.303085
49.016087,761.5445,128.56946
2.0964983,593.92505,131.93947
1.2944448,502.25677,129.28629
2.4784508,1917.7129,134.07068
1.5024117,1025.8661,127.60924
3.4498885,888.00275,128.18762
1.8049885,251.03146,130.12633
3.3341758,161.4635,130.0949
1.8904816,1122.6901,130.41104
184.0282,958.74615,122.631996
162.37448,1980.7671,133.40463
1.9445823,1229.419,128.45068
0.70517606,389.41266,124.00477
7.332805,186.91948,130.58583
20.315788,844.24365,122.547485
21.393652,2024.2256,132.93895
1.6928897,577.62335,131.86908
39.8633,145.44456,120.8231
7.1719503,1359.0997,127.28423
3.3949246,1268.2521,131.277
1.170977,592.8983,127.84719
3.0532029,657.6006,116.82353
12.515624,1066.1578,129.23613
17.258457,2638.6824,126.97231
3.719063,458.78064,121.65238
1.4615394,474.27554,129.28792
6.4248023,1475.7395,134.00409
2.3587153,773.8104,131.82414
10.685988,352.2852,125.32889
1.809361,700.90125,130.50824
147.26201,813.4977,133.60075
1.5448825,1206.7697,129.48308
6.33354,1317.2474,126.38347
2.6483195,1640.919,125.76664
1.52452,905.6078,126.99467
6.551704,182.1827,121.36648
5.8873734,1033.2448,133.7291
1.973579,1245.586,129.67928
3.57369,2547.0708,132.9874
2.520816,752.7142,125.95113
0.9703726,415.42877,120.8574
0.7227666,698.30756,115.15406
3.82565,463.5744,123.46557
9.561894,1853.2194,133.17403
0.6826779,746.6522,118.87032
0.57323503,598.6947,120.78072
23.786547,896.2498,127.2441
2.5920382,1591.4218,132.33252
0.69347996,589.34937,120.572975
11.564853,1133.3804,130.31918
0.9619465,294.61362,116.50072
11.365177,876.34326,126.115715
1.6662139,870.4827,131.15237
106.97177,421.352,120.55225
16.556759,1605.1499,134.22798
101.80129,1540.5292,134.80937
3.327186,1452.467,130.32074
1.0363425,933.7259,123.30396
11.014332,212.38518,128.91116
3.997073,773.27893,130.39194
4.089542,1008.6681,135.27425
10.882109,1281.5139,131.83826
3.8978734,888.09204,128.26529
2.2964737,566.1777,127.405426
1.7551912,1841.2467,128.75148
52.354126,920.5585,123.31847
178.28963,576.9909,131.49812
2.1644185,2495.594,129.4741
1.8774004,786.30914,132.50362
1.4368885,1406.8063,125.95699
18.50408,656.3095,122.02459
2.174941,993.3943,129.87627
1.2208205,1024.6193,122.82716
59.586845,658.7465,124.36979
5.077658,791.9904,122.1179
1.0503858,424.81494,128.56648
2.094992,457.4976,128.84807
1.4302983,1334.5463,122.417534
8.915019,497.8278,123.62305
2.6219811,892.83936,132.03638
5.1253495,1327.2877,124.752205
0.89765054,726.2451,120.78265
6.242082,1255.8146,132.02182
1.2897686,1241.8286,127.59055
6.448159,554.9314,120.458984
6.0320334,393.5272,129.73306
1.4439785,1127.8928,130.63484
15.247861,298.58212,127.87371
2.461197,1985.6823,133.00912
2.9784317,714.1941,129.05626
31.144073,1198.6136,127.77345
1.792768,1773.302,133.69615
5.4038033,2350.1777,133.14142
9.078915,1656.2458,122.90697
2.7200837,312.0965,129.02623
1.9033027,755.364,130.81453
2.7149222,291.87073,126.277855
3.3825045,1296.8969,130.90854
3.4090252,559.9888,126.89312
3.1943283,1754.9645,134.18964
0.9273643,1057.9202,123.25603
23.538042,1219.9396,130.92201
0.8839578,215.46375,117.60589
0.773235,576.436,118.029526
3.2619388,1044.6334,132.51862
1.0834466,675.8895,123.123215
21.216473,1282.3452,132.47163
6.887773,658.0935,123.8453
22.347504,1291.495,124.75983
16.958214,1059.7413,132.47812
1.2924024,498.83545,117.51207
54.289185,443.86285,130.5068
1.4275429,227.67168,124.512245
0.9204964,154.70378,118.59481
1.2842596,820.7025,128.39206
1.554242,687.0421,130.72537
7.604262,447.94446,123.11243
4.530461,1374.071,127.66226
2.1604626,316.3089,122.77524
2.0627618,555.9056,123.653366
6.239294,1461.3109,130.69781
1.7365019,197.2184,125.790825
1.6355141,1327.7681,125.99082
7.3491983,443.98468,119.38297
116.06567,2572.3835,130.25821
2.6076782,1002.02094,124.628784
48.266758,391.87158,127.92392
87.73325,410.6299,125.2103
18.684013,727.60406,128.70526
88.96769,293.19888,129.88074
18.816555,269.72443,126.53711
124.38992,912.4433,133.0772
20.604261,673.95215,124.97486
0.92553294,165.33691,122.99793
9.698148,2016.0269,124.738335
1.4901392,1170.3864,130.51427
4.002152,582.9244,131.1559
16.60842,1352.374,127.89541
7.136023,1108.5659,131.62325
1.8359532,499.5557,130.04189
1.7653104,696.6978,127.93633
20.153517,810.14404,134.19351
4.9007235,1489.3295,131.22226
2.187648,1207.3232,132.38843
7.702162,1272.5116,133.67805
16.84807,1203.643,121.17158
1.9645107,510.33997,130.05714
1.0748857,656.94745,124.35982
1.9741467,1477.2361,131.4418
1.360607,1435.2119,131.26598
216.17769,794.1619,125.57839
7.8493357,632.2473,134.381
0.5778041,269.58276,123.4002
1.6743426,882.8662,129.01762
2.1105702,678.7327,123.87881
1.8829008,1208.5757,128.09253
2.0584693,589.5613,130.27774
2.2667644,94.09436,124.596725
4.7138596,543.18134,125.22788
1.315196,376.10727,126.17289
15.826532,676.5785,128.52434
1.1135614,262.30365,118.4559
1.7446725,281.2811,118.805214
1.6240656,890.3859,129.34195
10.535525,1680.9749,130.74544
1.1340572,190.79555,124.52124
8.217265,695.9052,124.0629
2.3330193,338.63425,128.32962
2.1254907,792.76514,133.32152
7.9917746,297.57605,120.37939
1.013489,452.0587,125.418846
2.4035234,140.85844,116.69941
5.1387863,953.18567,123.4312
17.440746,401.6355,120.51209
0.5314929,344.2099,115.31693
9.803359,1668.5657,124.356895
1.4190451,781.2623,130.34729
4.8671155,97.430275,116.37086
2.5228329,1355.3328,126.49755
2.0533621,1115.0233,129.02701
72.40182,2695.733,134.56119
6.430642,332.21976,127.949776
4.1286683,982.3983,123.474655
0.82538724,485.45807,115.51054
2.6884365,664.0676,134.51378
1.1545444,856.63715,121.88478
14.105077,1578.4515,129.44635
2.764697,1292.3246,132.19653
2.3536174,1649.8629,132.77293
240.41672,401.6444,126.55605
2.666443,1242.2415,132.17726
1.6726075,436.58032,130.87619
6.442706,317.93567,128.74956
3.1063995,674.2109,126.378
1.5509307,614.2036,128.45628
177.72295,936.9196,130.49606
2.670113,616.1003,131.70552
4.601817,2528.813,125.2259
112.14831,714.72296,131.87613
5.2815986,415.6525,128.61037
1.9248489,1497.6776,131.20935
3.1725192,569.7544,127.022606
1.424652,285.41205,128.22507
0.6959115,313.25305,121.524864
7.0769315,1007.34155,125.255646
3.48843,360.69263,120.99341
1.7420038,1064.7056,125.939384
2.819686,2068.9607,131.99736
6.5524373,992.7092,129.83272
4.033332,682.023,131.88716
1.3663415,386.35114,121.193634
0.9840055,799.2144,123.18724
31.247702,1995.8877,132.5702
2.0074298,462.36316,132.34976
10.077305,801.2246,132.06187
0.95005816,201.58136,120.95005
8.770178,413.6424,125.93244
2.3097367,991.86224,127.16875
1.4301195,202.71942,130.09917
1.7427032,944.9186,126.82888
2.2497902,479.43094,131.08905
2.058764,550.1027,124.55987
1.3733983,1108.3043,123.5985
2.6141922,609.45667,126.16976
1.3496512,1230.9487,128.54846
2.377625,2051.443,128.60945
16.645985,294.72934,129.67903
1.6788167,369.39886,124.135864
1.7136325,1524.2557,133.92282
6.4246373,1624.2343,132.6611
61.358303,882.50684,132.76685
3.9433863,664.7123,126.82902
0.76576316,513.21277,125.813965
2.979452,263.5379,129.77231
383.3465,393.11493,129.48103
9.821007,535.6143,130.94595
1.4691461,1453.6027,128.99074
1.5225226,198.00879,118.09007
1.2078577,584.526,127.605
2.7383823,495.88837,130.72188
2.3940828,584.1495,121.889404
6.1313486,2059.3105,135.09616
7.1463175,252.20293,129.22304
9.274319,1188.6953,120.75724
7.1133714,111.22244,129.71004
2.2889104,1222.8827,132.07446
1.1951983,221.7562,121.02394
1.3731154,412.24014,128.49907
2.6621616,307.72177,132.06036
0.7354609,565.50073,119.77583
0.93580574,293.54987,125.29634
6.5500374,1262.1969,125.110596
1.8868195,637.70593,130.47316
1.0823717,964.30066,120.71357
1.6968193,617.8787,130.3462
3.4254658,346.19327,121.94152
1.8453354,924.0563,128.43901
2.6413462,694.13586,126.60038
1.7810036,2365.4373,129.55304
7.480717,457.83563,128.56343
5.3271575,648.0498,126.629364
3.846521,738.1153,125.08158
0.89587194,440.4929,118.64899
4.600405,835.19147,121.25658
6.3123417,1147.8777,131.57248
16.869345,796.2909,130.25778
1.439991,327.6051,121.48087
69.92413,661.34143,125.077736
10.529899,1105.7623,134.75008
1.375875,502.2942,124.468475
3.3093586,469.32452,121.5488
1.17135,61.205933,127.288124
0.8117594,591.6675,123.99874
1.6483582,598.5355,126.96585
0.8738329,598.5133,127.1163
11.420504,699.06165,126.731186
165.97641,1995.2477,129.04025
136.66208,1021.9561,126.16734
1.5022918,870.10175,127.41021
1.6207834,1400.4873,129.99965
2.3191926,132.5273,118.089294
1.8520273,400.58572,125.50571
1.999803,1461.2365,128.26117
0.8407847,374.9135,122.69496
21.054426,657.2804,127.560326
3.0546541,1130.6855,132.60767
9.932262,1555.8906,125.49625
3.377467,1669.9158,134.38759
3.2687297,1096.7389,128.95766
8.502683,663.7204,122.64392
2.028149,1051.5339,133.75696
1.1052971,787.0546,123.40635
1.0758772,470.0199,121.60049
2.5033774,992.7387,129.44489
0.9358213,126.97592,122.69701
1.343723,1396.2517,129.16985
322.77042,2088.5388,132.93576
20.680126,2288.655,127.383255
3.9089813,329.57043,125.79096
2.4738853,711.9884,129.29616
1.2193302,869.8712,129.09608
8.661551,715.5314,125.80311
1.6493785,570.52954,129.17543
1.9649159,125.04886,124.72861
12.225208,561.7784,132.75424
2.140623,1170.9689,129.87944
2.448454,850.824,134.78883
292.3642,965.9217,133.80284
1.8696831,1843.059,128.34528
10.643198,344.5332,127.47519
1.0163078,883.77704,127.966286
1.0242974,468.10858,122.98398
3.6790137,1228.6821,126.36523
2.7899694,2491.2527,129.23633
2.9187062,2657.6128,131.78531
2.2286901,1081.3179,132.66855
9.667274,877.45325,127.403145
1.201573,682.7204,126.2165
1.4984168,383.20596,129.39062
2.4188197,390.11517,117.498634
1.9434063,406.4476,124.6285
2.295778,1166.0271,130.61351
1.1154257,120.901886,125.36681
2.4895205,390.91913,121.90983
2.0352259,1492.3705,128.8397
1.5883094,433.6968,126.37713
9.441916,236.02469,128.1001
7.031208,302.4123,123.401024
3.4911146,1862.4642,134.66093
3.3786993,1254.4117,132.28995
2.055893,1335.3176,126.43889
1.6866084,880.09485,129.06213
5.991444,857.7521,128.0191
1.3128157,1257.8322,128.04686
39.819164,600.701,131.70734
1.7092661,266.7817,119.635155
6.846475,1620.4673,131.91438
1.1035966,1127.3313,123.857544
2.6862264,1250.1798,135.47801
95.410324,2098.0786,131.16667
1.406418,552.02106,117.69628
454.8609,833.15717,128.00182
1.6380943,717.01874,124.72481
1.0304135,1244.6345,123.22378
1.0388286,595.31006,128.36142
2.9348574,467.9031,128.83766
199.59454,2226.6436,130.84566
9.762094,1610.0582,129.56218
2.3113453,368.73303,132.42049
7.1355734,1164.0717,130.74327
1.0425932,338.54437,121.665886
5.6373725,592.1061,126.56667
10.514037,473.4498,130.36699
11.720455,3042.9683,134.72601
518.05597,1482.3334,131.53947
15.483978,358.10898,127.233696
2.449721,1993.0764,130.99481
1.4651251,671.6325,121.16029
20.168604,1540.3708,132.16542
4.4637485,2397.5925,131.8794
0.823124,481.81598,119.250824
1.5467498,593.47424,115.146164
37.28502,2339.526,131.66087
2.3678777,2098.494,126.095245
1.1033741,576.8493,129.65869
3.9752738,666.0656,131.3247
9.582882,1232.2117,125.973526
54.363995,337.1212,128.36703
0.7620679,481.62448,124.5735
65.71725,684.3846,121.90561
35.982246,425.99622,118.90175
13.4578085,834.5598,127.757805
4.1436734,132.99925,120.89281
3.7900207,623.269,125.34447
3.266903,1264.1893,127.96444
78.06993,174.68922,122.95785
0.88041496,870.9706,125.38705
3.9719498,2098.1428,131.16957
36.856754,864.79114,127.30126
1.7949294,847.8302,126.02859
1.1106493,308.06152,127.855446
2.1915011,555.09674,133.86897
1.4538486,1027.4924,129.3431
8.8631,2254.2358,129.90436
131.05048,363.0107,127.31476
267.85504,1451.5463,133.29887
1.9400749,664.0364,131.97035
1.3655635,264.02182,120.57645
3.809805,760.52844,125.73593
14.584204,483.74722,128.65007
10.099081,793.59216,125.19704
0.9613753,338.14697,115.93383
1.3467612,378.37143,126.98971
0.5625578,200.23682,121.49465
61.23395,1911.7498,132.91718
4.5802107,94.65708,120.270744
90.682755,672.9463,125.915794
2.4225597,1032.509,124.05715
0.6845084,123.45836,118.79328
1.4504408,345.1205,124.565384
125.72266,405.69138,131.20088
324.02963,1293.5516,131.17293
4.703725,1583.9364,136.36926
2.4231908,1944.6859,131.25908
1.4127332,863.4849,126.15861
71.37256,886.044,126.18058
1.3822395,502.2946,123.76901
29.370974,551.4056,129.86421
4.191351,296.8218,123.349335
6.6191916,568.214,125.979645
0.53984064,156.23148,117.73485
3.4602814,517.177,129.31546
1.6488229,627.773,120.52141
2.751243,1499.4877,134.8598
23.655172,221.12053,124.541534
2.1172018,418.91992,129.46753
2.57386,900.1967,122.57054
3.1469371,191.17574,119.98026
3.8996727,1333.3127,124.25046
1.1005497,1166.3688,124.71456
1.5359064,455.9275,123.68481
5.5959344,970.65247,126.0422
44.304604,1255.1027,130.75365
4.0445766,822.1992,127.918816
1.6539559,475.62582,131.56685
1.8215057,1547.2075,132.55489
14.495537,1781.3699,127.93105
52.319473,2348.5334,134.05548
3.6482596,2371.941,131.14064
14.670272,522.0924,128.92715
2.575708,1345.6625,127.5054
3.938088,440.59003,126.22667
1.978715,465.65393,120.10104
1.8950825,931.3951,130.62325
5.0223646,1672.3558,133.5424
5.387576,534.8998,126.918144
4.882074,942.5565,123.56258
1.8976364,826.63257,124.6986
469.46887,1784.6234,133.35051
1.8323386,1047.3987,120.97015
2.827903,187.95094,122.402435
1.1450269,487.18027,126.705605
4.2223606,1579.9841,133.46982
7.532158,624.49524,118.965034
2.248692,1561.9841,133.39917
2.8796732,761.5504,135.17955
2.8564508,210.49687,126.614685
3.1452436,1312.2222,128.73022
3.117502,2098.5806,127.393196
1.8572767,456.6748,123.011826
1.3375896,828.7815,131.13127
7.420113,2306.331,133.35522
3.2946582,341.8443,129.06432
10.58261,322.51712,125.573555
11.639801,212.72993,132.407
6.9369507,249.54335,128.98132
7.155156,882.87634,121.06784
2.552321,514.8196,124.78861
1.5505196,839.1806,122.85626
73.114914,1218.5183,126.606705
33.065647,944.0369,126.048645
1.2804089,723.88477,127.86143
1.4438206,270.2211,120.28685
2.747195,391.42288,129.49055
1.463693,948.0642,120.6289
2.3790777,565.96094,132.82333
5.7624483,426.65805,127.94873
73.3853,1162.2692,130.18251
10.401518,1456.675,128.79749
54.141937,968.5283,124.98919
0.8486514,641.32465,124.0464
6.642338,708.02264,124.6192
1.9831083,1589.0148,131.77548
2.674621,505.4111,132.90633
2.9007,509.45386,135.15862
2.6215813,944.0561,129.76958
9.527831,739.47516,128.1159
0.88213384,963.07263,125.55247
0.5685488,474.02615,122.99379
1.2881192,268.4339,122.35317
1.9608179,948.5486,128.43565
1.4088919,603.6055,130.73584
3.1515036,645.63116,132.8086
0.88224053,37.129234,124.64417
2.0532382,603.82404,129.89609
2.662242,612.8427,127.3066
3.7574556,1170.2833,120.3894
7.9948683,658.01215,130.7845
1.6755341,545.63745,124.624504
3.2379484,427.49133,122.1788
2.0794427,722.8161,122.987724
0.7764302,148.92401,118.258514
2.912068,2236.4695,126.42982
2.0122707,284.63806,133.6291
1.3584601,589.66,126.18376
11.649016,1551.039,129.9987
7.795423,592.4127,121.389656
85.20426,277.10892,117.31683
31.54944,417.0963,123.93288
1.9381918,1198.96,132.82747
18.19981,398.4115,128.12683
2.6501884,1093.7948,131.12776
16.565853,1897.4628,131.05066
0.8576265,163.27908,121.61057
9.351822,889.1818,126.9123
4.0950866,1264.8815,118.74589
2.044206,190.43005,126.921295
0.79427856,457.14627,124.44761
2.4488454,2461.663,133.81993
0.89213604,401.99747,124.91673
1.9071456,1325.2262,125.00734
2.458481,935.9103,128.75279
2.588376,583.43225,126.739845
1.3790326,884.5255,131.31541
2.1505845,281.1777,124.61265
11.298605,915.67267,122.10559
9.777601,1099.5219,124.08487
6.0747113,728.1464,126.27178
3.0357635,456.15207,118.91344
15.019986,491.43228,117.31794
92.72718,497.0837,117.39393
2.200699,970.8146,130.24622
1.5818521,298.70007,122.42636
7.876149,690.114,133.87378
5.535708,537.3433,128.17703
1.0013297,261.8709,118.295296
5.371492,268.07886,116.53214
1.7721832,449.36407,127.84649
2.050814,420.10785,126.49536
2.1880214,621.7206,121.92413
2.6228943,1083.4729,126.31524
1.5225867,1274.595,130.17708
73.12516,1907.2976,131.88707
1.728629,1349.5494,128.97856
2.6064277,576.2679,127.61884
14.86284,1263.3007,127.915504
3.201132,1545.162,132.4816
1.63031,877.94086,125.563034
2.5397518,786.7216,129.84157
1.7431564,928.9214,120.28368
1.5333108,488.6604,121.94329
0.94990027,285.38654,117.87335
0.76255125,303.08932,117.86913
9.553784,218.94333,119.126915
1.4214472,1197.0254,123.44595
1.8078998,919.91986,134.04303
1.2354534,1171.2145,124.82497
0.96543014,949.5901,121.35105
2.992787,391.3349,125.05511
5.5324397,583.12146,129.2559
28.745087,1709.3667,127.245415
4.469967,1060.9435,131.24463
0.5498048,138.10219,121.774475
2.1536312,309.97363,124.314285
32.18047,1710.4825,132.13745
2.169794,543.5389,134.69417
2.9317238,2665.1145,127.36435
12.767616,1442.5215,128.17459
1.6352054,1984.7562,130.7037
1.901095,471.3461,124.58405
4.5841694,2600.0876,131.51404
2.5212398,622.75653,122.95198
7.5396576,1274.1045,118.31222
1.5684484,1292.8472,129.31297
30.265537,1148.2119,125.99258
1.7420443,893.60016,130.44128
5.612121,472.75,126.08384
40.902573,453.54944,130.90305
1.2357967,156.7298,126.17177
6.3055406,1654.3193,128.95967
2.879054,1417.3881,125.38207
4.9050574,1593.5824,131.2114
4.868958,169.23387,116.743416
0.83584005,352.0763,124.3636
59.38861,2120.33,131.94017
0.90508014,273.9284,119.91165
9.7302685,583.62103,123.30316
5.094363,347.767,132.8214
44.213642,241.94948,128.64426
0.6461728,343.61395,121.11092
0.565685,430.12396,122.26829
4.22517,569.436,121.24987
15.507719,220.38936,130.08476
421.50995,1901.7035,133.55396
2.6888134,1079.4979,130.42404
3.907126,1216.473,134.33852
16.026197,2283.4568,130.99785
2.7525346,738.4934,130.95496
2.2899148,411.27344,124.650085
9.782844,2011.227,132.8839
1.6153252,795.77057,130.41495
6.0122995,1467.9337,132.05402
8.544539,757.5538,134.1182
6.018559,1178.2573,124.94052
8.868502,141.8184,122.23004
5.681772,561.9247,133.16049
4.2999387,977.38776,125.827736
43.201153,490.50558,130.76498
0.5764953,568.9053,114.71528
148.69263,1730.7979,130.13086
5.1224847,602.27545,117.48891
4.3079348,438.24988,129.01962
3.1568708,654.07635,130.76088
0.816124,361.63388,125.94739
19.445885,936.1954,128.13113
1.3039494,126.82598,121.71938
2.5102193,546.571,126.36494
1.067142,1107.1691,118.97183
0.8948046,307.95337,126.33602
2.7677405,1969.9875,125.791626
2.300849,713.17285,120.76345
1.6958834,219.62613,122.775505
1.214438,480.23773,125.23192
1.4363416,225.62808,124.093994
10.566715,2710.763,132.09244
23.088634,451.31134,131.23315
1.3411454,1112.0336,120.86661
14.96849,514.09186,130.16643
1.7871708,788.94037,132.75075
6.644828,548.6083,124.80208
1.0503275,739.32117,126.00494
8.985136,1118.3414,126.21566
8.211896,256.00928,125.56468
5.7277675,166.3062,117.26118
2.4398613,1618.8292,126.62541
4.061661,1237.3942,130.32936
4.008006,628.0856,127.77632
40.77909,543.8198,133.18788
9.079743,696.37024,127.2123
5.904503,425.852,120.92009
1.9721552,325.64175,128.6009
1.2051328,891.4654,129.14346
1.9574414,1075.3094,129.20435
2.6873658,2037.4299,129.11992
2.0589728,1067.7671,127.17217
1.599439,1015.7868,128.43774
16.592554,1491.1703,126.394684
5.749336,878.2225,128.30089
1.2597513,1335.371,128.58157
26.032814,1791.0851,133.3641
1.6431355,460.24722,124.70248
175.63382,1465.8278,125.73026
1.2134421,815.9124,119.426704
1.5965503,155.24446,116.621185
0.71909124,523.4931,121.65387
16.860363,507.25604,121.50473
35.1307,1390.2041,129.76607
1.9277023,947.1495,124.50592
0.6116362,226.35782,115.30609
0.9850411,700.54974,121.87187
4.045402,1631.2107,130.51393
2.148195,1190.064,133.57689
6.248459,650.9567,133.34288
1.4752172,239.94,123.363625
1.6486316,362.95367,132.27979
0.7732478,628.6618,113.913086
10.972332,875.8516,135.34431
0.9682073,302.63416,114.067986
1.0176951,889.9593,127.83657
2.4419177,477.60394,122.37938
1.0596204,499.2241,125.80268
2.5549698,597.3568,129.31088
4.6899533,1876.5461,127.89553
1.2980386,262.91858,129.77122
1.6576828,1256.9153,127.241165
2.0275018,1107.8094,126.93787
1.7579836,620.9597,128.18765
2.1419864,934.23035,130.02977
1.5799439,795.70123,131.57014
1.3013122,417.17404,124.48212
1.6631714,215.87317,121.99135
0.7805712,549.2842,126.570114
1.3648692,568.5581,122.743065
2.110009,475.50058,134.06769
